tweet_id,tweet,emo_label,emo_intense,type,pp_replaced,emoji_senti,emoti_senti,pp_pre_emoemo,pp_pre_emopunc
20044,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape,fear,0.8540000000000001,train,$HASHTAG$ $HASHTAG$ $HASHTAG$ is really going on ? $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,0.0,0.0,$HASHTAG$ $HASHTAG$ $HASHTAG$ is really going on ? $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,$HASHTAG$ $HASHTAG$ $HASHTAG$ is really going on ? $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$
20045,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,fear,0.8540000000000001,train,it would be great but what if the card crashes 😱 . it is happened to me twice $HASHTAG$,0.01,0.0,it would be great but what if the card crashes :face_screaming_in_fear: . it is happened to me twice $HASHTAG$,it would be great but what if the card crashes face_screaming_in_fear it is happened to me twice $HASHTAG$
20046,@corruptmelon now im feeling the #worry,fear,0.8540000000000001,train,now im feeling the $HASHTAG$,0.0,0.0,now im feeling the $HASHTAG$,now im feeling the $HASHTAG$
20047,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear,0.8540000000000001,train,that feeling you get when you know the information but scared you might do bad on a test $HASHTAG$ $HASHTAG$ 😥 😥,0.005590909090909091,0.0,that feeling you get when you know the information but scared you might do bad on a test $HASHTAG$ $HASHTAG$ :sad_but_relieved_face: :sad_but_relieved_face:,that feeling you get when you know the information but scared you might do bad on a test $HASHTAG$ $HASHTAG$ sad_but_relieved_face sad_but_relieved_face
20048,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear,0.8540000000000001,train,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,0.0,0.0,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite
20049,White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,fear,0.8540000000000001,train,white americans are worried about arab terrorists . black americans are fearful of a terrorist in a police uniform on a daily basis .,0.0,0.0,white americans are worried about arab terrorists . black americans are fearful of a terrorist in a police uniform on a daily basis .,white americans are worried about arab terrorists black americans are fearful of a terrorist in a police uniform on a daily basis
20050,Today was horrible and it was only half a day,fear,0.8540000000000001,train,today was horrible and it was only half a day,0.0,0.0,today was horrible and it was only half a day,today was horrible and it was only half a day
20051,"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear,0.8540000000000001,train,"$HASHTAG$ - weekly $HASHTAG$ and $HASHTAG$ attacks , > $NUMBER$k dead $HASHTAG$ , $HASHTAG$ fleeing $HASHTAG$ in europe , $HASHTAG$ $HASHTAG$ in me ...",0.0,0.0,"$HASHTAG$ - weekly $HASHTAG$ and $HASHTAG$ attacks , > $NUMBER$k dead $HASHTAG$ , $HASHTAG$ fleeing $HASHTAG$ in europe , $HASHTAG$ $HASHTAG$ in me ...","$HASHTAG$ weekly $HASHTAG$ and $HASHTAG$ attacks , $NUMBER$k dead $HASHTAG$ , $HASHTAG$ fleeing $HASHTAG$ in europe , $HASHTAG$ $HASHTAG$ in me"
20052,"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear,0.8540000000000001,train,"bad news fam , life is still hard and awful $HASHTAG$ $HASHTAG$ $HASHTAG$",0.0,0.0,"bad news fam , life is still hard and awful $HASHTAG$ $HASHTAG$ $HASHTAG$","bad news fam , life is still hard and awful $HASHTAG$ $HASHTAG$ $HASHTAG$"
20053,@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear,0.8540000000000001,train,fucking hell mate absolute nightmare 😓,-0.013333333333333336,0.0,fucking hell mate absolute nightmare :downcast_face_with_sweat:,fucking hell mate absolute nightmare downcast_face_with_sweat
20054,"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",fear,0.8540000000000001,train,"i'm surrounded by those trump voters . you are right , it is fucking terrifying . $HASHTAG$",0.0,0.0,"i'm surrounded by those trump voters . you are right , it is fucking terrifying . $HASHTAG$","i m surrounded by those trump voters you are right , it is fucking terrifying $HASHTAG$"
20055,Life long fear of havin a shit and a spider crawls up ya bum,fear,0.8540000000000001,train,life long fear of havin a shit and a spider crawls up ya bum,0.0,0.0,life long fear of havin a shit and a spider crawls up ya bum,life long fear of havin a shit and a spider crawls up ya bum
20056,"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear,0.8540000000000001,train,"what a shamefull , unequal , dangerous and worrying world we live in nowadays ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$",0.0,0.0,"what a shamefull , unequal , dangerous and worrying world we live in nowadays ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$","what a shamefull , unequal , dangerous and worrying world we live in nowadays ! $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$"
20057,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,fear,0.8540000000000001,train,thanks ryan & brad for scary the shit out of us in the first episode . do not think my heart will make it through the s6,0.0,0.0,thanks ryan & brad for scary the shit out of us in the first episode . do not think my heart will make it through the s6,thanks ryan brad for scary the shit out of us in the first episode do not think my heart will make it through the s6
20058,"I start work tmrw yall, i'm nervous lol",fear,0.8540000000000001,train,"i start work tmrw you all , i'm nervous lol",0.0,0.0,"i start work tmrw you all , i'm nervous lol","i start work tmrw you all , i m nervous lol"
20059,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,fear,0.846,train,i do not know what make $HASHTAG$ fear more their $HASHTAG$ or their $HASHTAG$ $HASHTAG$,0.0,0.0,i do not know what make $HASHTAG$ fear more their $HASHTAG$ or their $HASHTAG$ $HASHTAG$,i do not know what make $HASHTAG$ fear more their $HASHTAG$ or their $HASHTAG$ $HASHTAG$
20060,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear,0.845,train,"if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$ $HASHTAG$",0.0,0.0,"if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$ $HASHTAG$","if this ban goes through , it will harm so many people , disabled veterans , people who have $HASHTAG$ , $HASHTAG$ $HASHTAG$"
20061,Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear,0.84,train,wish i could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence .,0.0,0.0,wish i could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence .,wish i could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence
20062,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear,0.833,train,i had a panic attack when i could not find on $HASHTAG$ turns out my twitter is a jerk . i can still see her . $HASHTAG$ $HASHTAG$,0.0,0.0,i had a panic attack when i could not find on $HASHTAG$ turns out my twitter is a jerk . i can still see her . $HASHTAG$ $HASHTAG$,i had a panic attack when i could not find on $HASHTAG$ turns out my twitter is a jerk i can still see her $HASHTAG$ $HASHTAG$
20063,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,0.833,train,now this is getting out of hand . i'm freaked out by this death ... and i'm god ! ! $HASHTAG$ $HASHTAG$,0.0,0.0,now this is getting out of hand . i'm freaked out by this death ... and i'm god ! ! $HASHTAG$ $HASHTAG$,now this is getting out of hand i m freaked out by this death and i m god ! ! $HASHTAG$ $HASHTAG$
20064,Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo,fear,0.833,train,saga : when all of your devices and teles fail just in time for bake off $HASHTAG$ $HASHTAG$,0.0,0.0,saga : when all of your devices and teles fail just in time for bake off $HASHTAG$ $HASHTAG$,saga when all of your devices and teles fail just in time for bake off $HASHTAG$ $HASHTAG$
20065,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?,fear,0.833,train,feeling like i've had the worst night of sleep ever - not great before the $HASHTAG$ to $HASHTAG$ $HASHTAG$ ride for 🚴 $NUMBER$k ?,0.029958333333333333,0.0,feeling like i've had the worst night of sleep ever - not great before the $HASHTAG$ to $HASHTAG$ $HASHTAG$ ride for :person_biking: $NUMBER$k ?,feeling like i ve had the worst night of sleep ever not great before the $HASHTAG$ to $HASHTAG$ $HASHTAG$ ride for person_biking $NUMBER$k ?
20066,Do you think humans have the sense for recognizing impending doom? #anxiety,fear,0.833,train,do you think humans have the sense for recognizing impending doom ? $HASHTAG$,0.0,0.0,do you think humans have the sense for recognizing impending doom ? $HASHTAG$,do you think humans have the sense for recognizing impending doom ? $HASHTAG$
20067,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear,0.833,train,i have to finally tell my therapist about my sexuality ... last frontier ... not sure i can do it in the am $HASHTAG$,0.0,0.0,i have to finally tell my therapist about my sexuality ... last frontier ... not sure i can do it in the am $HASHTAG$,i have to finally tell my therapist about my sexuality last frontier not sure i can do it in the am $HASHTAG$
20068,im literally shaking bc im nervous and bc its fucking cold oh how i love life,fear,0.833,train,im literally shaking bc im nervous and bc its fucking cold oh how i love life,0.0,0.0,im literally shaking bc im nervous and bc its fucking cold oh how i love life,im literally shaking bc im nervous and bc its fucking cold oh how i love life
20069,I feel horrible. I have accounting today but physically and mentally am not okay 😪,fear,0.833,train,i feel horrible . i have accounting today but physically and mentally am not okay 😪,-0.005062500000000001,0.0,i feel horrible . i have accounting today but physically and mentally am not okay :sleepy_face:,i feel horrible i have accounting today but physically and mentally am not okay sleepy_face
20070,@BigBossPeltonen \nLikewise #death #cutting #despair,fear,0.833,train,likewise $HASHTAG$ $HASHTAG$ $HASHTAG$,0.0,0.0,likewise $HASHTAG$ $HASHTAG$ $HASHTAG$,likewise $HASHTAG$ $HASHTAG$ $HASHTAG$
20071,I am about to be a coward and I feel terrible. But I can't even face this 😭,fear,0.833,train,i am about to be a coward and i feel terrible . but i cannot even face this 😭,-0.004894736842105262,0.0,i am about to be a coward and i feel terrible . but i cannot even face this :loudly_crying_face:,i am about to be a coward and i feel terrible but i cannot even face this loudly_crying_face
20072,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror",fear,0.833,train,"$HASHTAG$ okay ! that jump-scared the $HASHTAG$ out of me right there . bad dog , bad ! total code-brown in my favorite pants . $HASHTAG$ $HASHTAG$",0.0,0.0,"$HASHTAG$ okay ! that jump-scared the $HASHTAG$ out of me right there . bad dog , bad ! total code-brown in my favorite pants . $HASHTAG$ $HASHTAG$","$HASHTAG$ okay ! that jump scared the $HASHTAG$ out of me right there bad dog , bad ! total code brown in my favorite pants $HASHTAG$ $HASHTAG$"
20073,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear,0.833,train,i would rather leave my child with $HASHTAG$,0.0,0.0,i would rather leave my child with $HASHTAG$,i would rather leave my child with $HASHTAG$
20074,@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,fear,0.833,train,is this a bridge if i have to drive on such i will stop breathing yooo i cannot i'm to afraid,0.0,0.0,is this a bridge if i have to drive on such i will stop breathing yooo i cannot i'm to afraid,is this a bridge if i have to drive on such i will stop breathing yooo i cannot i m to afraid
